source_tx,sort_nu,category_name,rest_layer_name,label_tx,field_nm,statistic_cd,units_tx,description_tx
Service2016,177,Species: At-Risk and Priority,Mean common bird species in steep decline (176) ,Mean common bird species in steep decline,PIF_CSD_Mean,average,count,"This map models the mean number of species listed by Partners in Flight as common species in steep decline that are likely to be present in any single location within a subwatershed (12-digit HUC) for 2001. This map is based on habitat models, not wildlife observations"
Service2016,178,Species: At-Risk and Priority,NIB common bird species in steep decline (177) ,Index of common bird species in steep decline,PIF_CSD_NIB,average,unitless,"This map depicts an index value of the richness of species listed by Partners in Flight as common species in steep decline for a subwatershed (12-digit HUC) for 2001. This map is based on habitat models, not wildlife observations. The index value is based on average values determined for each HUC"
Service2016,179,Species: At-Risk and Priority,Maximum rare reptile species richness (178) ,Maximum rare reptile species richness,Rep_Rare_Max,sum,count,"This map models the maximum number of rare reptile species that are likely to be present in any single location within a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of reptile species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations. The maximum number does not represent the potential richness for the entire watershed."
Service2016,180,Species: At-Risk and Priority,Mean rare reptile species richness (179) ,Mean rare reptile species richness,Rep_Rare_Mean,average,count,"This map models the average number of rare reptile species that are likely to be present in any single location within a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of reptile species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations."
Service2016,181,Species: At-Risk and Priority,NIB rare reptile species richness (180) ,Index of rare reptile species richness,Rep_Rare_NIB,average,unitless,"This map depicts an index value of rare reptile species richness for a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of reptile species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations. The index value is based on average values determined for each HUC."
Service2016,182,Species: At-Risk and Priority,Maximum rare vertebrate species richness (181) ,Maximum rare vertebrate species richness,TerrVert_Rare_Max,sum,count,"This map models the maximum number of rare terrestrial vertebrate species that are likely to be present in any single location within a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of vertebrate species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations. The maximum number does not represent the potential richness for the entire watershed."
Service2016,183,Species: At-Risk and Priority,Mean rare vertebrate species richness (182) ,Mean rare vertebrate species richness,TerrVert_Rare_Mean,average,count,"This map models the average number of rare terrestrial vertebrate species that are likely to be present in any single location within a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of vertebrate species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations."
Service2016,184,Species: At-Risk and Priority,NIB rare vertebrate species richness (183) ,Index of rare vertebrate species richness,TerrVert_Rare_NIB,average,unitless,"This map depicts an index value of rare terrestrial vertebrate species richness for a subwatershed (12-digit HUC) in the Conterminous US for 2001. Rare species were the 25% of vertebrate species with the smallest amount of predicted habitat. This map is based on habitat models, not wildlife observations. The index value is based on average values determined for each HUC."
Service2017,185,Land Cover: Near-Water,Average width of stream buffers downstream from agriculture (0),Average width of stream buffers downstream from agriculture,Avg_Buff_Width,average,meters,The average width in meters of buffers that are contiguous to the stream and are intersected by agricultural flow paths. This metric does not include any riparian areas that do not also contain agriculture upslope.
Service2017,186,Landscape Pattern,Candidate Ecological Restoration Areas per square kilometer (1),Candidate Ecological Restoration Areas per square kilometer,CERA_per_km2,sum,count,This map depicts the number of Candidate Ecological Restoration Areas (CERAs) per square kilometer. CERAs are areas that could be restored to connect large vegetated areas. They were identified using morphological spatial pattern analysis.
Service2017,187,Pollutant Reduction: Water,Crop phosphorus removal (kg P/ha/yr) (2),Crop phosphorous removal (kgP/ha/yr),Crop_P_removal_kg_ha,average,kg-P/ha/yr,This map estimates the mean crop phosphorus (P) removal from croplands in kilograms P per hectare per year within each subwatershed (12-digit HUC) for 2012.
Service2017,188,Pollutants: Nutrients,Dissolved nitrogen in non-tile drain subsurface flow from agricultural fields (tons) (3),Dissolved nitrogen in non-tile drain subsurface flow from agricultural fields (tons),Ag_N_NonTile_SSF,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of nitrogen dissolved in sub-surface (lateral) flow at the outer edges of non-tile drained agricultural fields within each subwatershed (12-digit HUC) in metric tons of N for 2002. It includes nitrogen from fertilizer application and atmospheric deposition.
Service2017,189,Pollutants: Nutrients,Dissolved nutrients in surface runoff from agricultural fields (tons) Nitrogen (4),Dissolved nutrients in surface runoff from agricultural fields (tons) Nitrogen,Ag_N_Runoff,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of nitrogen dissolved in surface runoff at the outer edges of all agricultural fields within each subwatershed (12-digit HUC) in metric tons of N for 2002. It includes nitrogen from fertilizer application and atmospheric deposition.
Service2017,190,Pollutants: Nutrients,Dissolved nutrients in surface runoff from agricultural fields (tons) Phosphorus (5),Dissolved nutrients in surface runoff from agricultural fields (tons) Phosphorous,Ag_P_Runoff,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of phosphorus dissolved in surface runoff at the outer edges of all agricultural fields within each subwatershed (12-digit HUC) in metric tons of P for 2002. It includes phosphorus from fertilizer application and atmospheric deposition.
Service2017,191,Pollutants: Nutrients,Dissolved nutrients in leachate from agricultural fields (tons) Nitrogen (6),Dissolved nutrients in leachate from agricultural fields (tons) Nitrogen ,Ag_N_Leachate,sum,metric tons per year,"This map provides modeled estimates of nitrogen leachate, i.e., mass of nitrogen dissolved in percolate moving downward out of the soil layer underlying agricultural fields within each subwatershed (12-digit HUC) in metric tons of N for 2002. It does not necessarily reflect the amount of nitrogen that actually enters an underlying groundwater reservoir."
Service2017,192,Pollutants: Nutrients,Dissolved nutrients in leachate from agricultural fields (tons) Phosphorus (7),Dissolved nutrients in leachate from agricultural fields (tons) Phosphorous,Ag_P_Leachate,sum,metric tons per year,"This map provides modeled estimates of phosphorus leachate, i.e., mass of phosphorus dissolved in percolate moving downward out of the soil layer underlying agricultural fields within each subwatershed (12-digit HUC) in metric tons of P for 2002. It does not necessarily reflect the amount of nitrogen that actually enters an underlying groundwater reservoir."
Service2017,193,Pollutants: Nutrients,Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Nitrogen (8),Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Nitrogen,Ag_N_Tile_SSF,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of nitrogen dissolved in sub-surface (lateral) flow at the outer edges of tile drained agricultural fields within each subwatershed (12-digit HUC) in metric tons of N for 2002. It includes nitrogen from fertilizer application and atmospheric deposition.
Service2017,194,Pollutants: Nutrients,Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Phosphorus (9),Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Phosphorous ,Ag_P_Tile_SSF,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of phosphorus dissolved in sub-surface (lateral) flow at the outer edges of tile-drained agricultural fields within each subwatershed (12-digit HUC) in metric tons of P for 2002. It includes phosphorus from fertilizer application and atmospheric deposition.
Service2017,195,Water Use,Average annual daily potential solar energy (kWh/m2/day) (10) ,Industrial water use (million gallons/day),IWD_MGAL,sum,million gallons per day,"This map estimates the millions of gallons of water used daily for industrial processes in each subwatershed (HUC-12) for 2010. For the purposes of this metric, industrial water use includes chemical, food, paper, wood, and metal production. The industrial water is for self-supplied only such as by private wells or reservoirs. Sources include either surface water or groundwater."
Service2017,196,Pollutant Reduction: Water,Net agricultural phosphorus balance (kg P/ha/yr) (11),Net agricultural phosphorous balance (kgP/ha/yr),Ag_P_balance_kg_ha,average,kg-P/ha/yr,"This map estimates the mean phosphorus (P) balance between P inputs on croplands from inorganic fertilizer and manure, and removal of P by crops in kilograms P per hectare per year within each subwatershed (12-digit HUC) for 2012."
Service2017,197,"Water Supply, Runoff, and Flow",Non-tile drainage system subsurface water flow from agricultural lands (mm) (12),Non-tile drainage system subsurface water flow from agricultural lands (mm),Ag_NonTile_SSF,sum,millimeters of water,This map provides modeled estimates of sub-surface (lateral) flow at the outer edges of non-tile drained agricultural fields within each subwatershed (12-digit HUC) in millimeters (mm) of water for 2002.
Service2017,198,Pollutants: Nutrients,Nutrients attached to eroding surface soil from agricultural fields (tons) Nitrogen (13),Nutrients attached to eroding surface soil from agricultural fields (tons) Nitrogen ,Ag_N_Erosion,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of nitrogen attached to soil particles eroding from the surface of the agricultural fields within each subwatershed (12-digit HUC) in metric tons of N for 2002. It includes nitrogen from fertilizer application and atmospheric deposition.
Service2017,199,Pollutants: Nutrients,Nutrients attached to eroding surface soil from agricultural fields (tons) Phosphorus (14),Nutrients attached to eroding surface soil from agricultural fields (tons) Phosphorous,Ag_P_Erosion,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of phosphorus attached to soil particles eroding from the surface of the agricultural fields within each subwatershed (12-digit HUC) in metric tons of P for 2002. It includes phosphorus from fertilizer application and atmospheric deposition.
Service2017,200,Wetlands and Lowlands,Percent agriculture in areas with high water accumulation (15),Percent agriculture in areas of high water accumulation,WET_AG,average,%,This map estimates the percent of land within a subwatershed (12-digit HUC) that is frequently or periodically wet due to high water accumulation and is managed for agriculture for 2006-2010. This map uses a wetness index of 550 from a compound topographic index (CTI) to determine if the area is considered to be wet.
Service2017,201,Land Cover: Type,Percent cropland on slopes >= 3% (16),Percent cropland on slopes >= 3%,PctCrop_slope3,average,%,Percentage of land area within each subwatershed (12-digit HUC) that is classified as cropland on areas with slopes greater than or equal to three percent.
Service2017,202,Land Cover: Type,Percent cropland on slopes >= 9% (17),Percent cropland on slopes >= 9%,PctCrop_slope9,average,%,Percentage of land area within each subwatershed (12-digit HUC) that is classified as cropland on areas with slopes greater than or equal to nine percent.
Service2017,203,Wetlands and Lowlands,Percent developed land in areas with high water accumulation (18),Percent developed land in areas of high water accumulation ,WET_URB,average,%,"This map estimates the percent of land within a subwatershed (12-digit HUC) that is frequently or periodically wet due to high water accumulation and has been developed or urbanized for 2006-2010. This map uses a wetness index of 550 from a compound topographic index (CTI) to determine if the area is considered to be wet. This map includes various types of development such as open spaces, parks, golf courses, single family homes, multifamily housing units, retail, commercial, industrial sites, and associated infrastructure."
Service2017,204,Wetlands and Lowlands,Percent forest in areas with high water accumulation (19),Percent forest in areas with high water accumulation,WET_FOR,average,%,This map estimates the percent of land within a subwatershed (12-digit HUC) that is frequently or periodically wet due to high water accumulation and is covered by trees and forests for 2006-2010. This map uses a wetness index of 550 from a compound topographic index (CTI) to determine if the area is considered to be wet.
Service2017,205,Pollutants: Nutrients,Percent nonbuffered agriculture (20),Percent nonbuffered agriculture,P_NonBuff_Ag,average,%,Nonbuffered agriculture as a percentage of total land area in the HUC12
Service2017,206,Pollutant Reduction: Water,Percent of agriculture that is buffered (21),Percent of agriculture that is buffered,P_Ag_Buffered,average,%,Buffered agriculture as a percentage of total agriculture in each 12-digit HUC.
Service2017,207,Land Cover: Type,Percent pasture on slopes >= 3% (22),Percent pasture on slopes >= 3%,PctPasture_slope3,average,%,Percentage of land area within each subwatershed (12-digit HUC) that is classified as pasture on areas with slopes greater than or equal to three percent
Service2017,208,Land Cover: Type,Percent pasture on slopes >= 9% (23),Percent pasture on slopes >= 9%,PctPasture_slope9,average,%,Percentage of land area within each subwatershed (12-digit HUC) that is classified as pasture on areas with slopes greater than or equal to nine percent.
Service2017,209,Wetlands and Lowlands,Percent range in areas with high water accumulation (24),Percent range in areas with high water accumulation ,WET_RNG,average,%,This map estimates the percent of land within a subwatershed (12-digit HUC) that is frequently or periodically wet due to high water accumulation and is covered by range land for 2006-2010. This map uses a wetness index of 550 from a compound topographic index (CTI) to determine if the area is considered to be wet. EnviroAtlas defines range as land dominated by shrubs or herbaceous vegetation.
Service2017,210,Wetlands and Lowlands,Percent wetlands in areas with high water accumulation (25),Percent wetlands in areas with high water accumulation ,WET_WETL,average,%,This map estimates the percent of land within a subwatershed (12-digit HUC) that is frequently or periodically wet and is covered by wetlands for 2006-2010. This map uses a wetness index of 550 to determine if the area is considered to be wet. EnviroAtlas uses the National Land Cover Database classification of wetlands.
Service2017,211,"Water Supply, Runoff, and Flow",Percolation from agricultural lands (mm) (26),Percolation from agricultural lands (mm),Ag_Percolation,sum ,millimeters of water,This map provides modeled estimates of percolation (vertical) flow from the bottom of the soil layer underlying agricultural fields within each subwatershed (12-digit HUC) in millimeters (mm) of water for 2002. It does not necessarily reflect the amount of water that actually enters an underlying groundwater reservoir.
Service2017,212,Pollutants: Nutrients,Phosphorus application as manure (kg P/ha/yr) (27),Phosphorus application as manure (kgP/ha/yr),Manure_P_kg_ha,average,kg-P/ha/yr,This map estimates the application rate of phosphorus (P) as manure on croplands in kilograms P per hectare per year within each subwatershed (12-digit HUC) for 2012.
Service2017,213,Pollutants: Nutrients,Phosphorus fertilizer application (kg P/ha/yr) (28),Phosphorus fertilizer application (kgP/ha/yr),Fertilizer_P_kg_ha,average,kg-P/ha/yr,This map estimates the application rate of inorganic phosphorus (P) fertilizer on agricultural land in kilograms P per hectare per year within each subwatershed (12-digit HUC) for 2012.
Service2017,214,Population Distribution,Population [12-digit HUC] (29),Population [12-digit HUC],HUC12_Pop,sum,count,This map estimates the total population that lives in each 12-digit HUC for 2010. 
Service2017,215,Near-Road Environments,Population near major roadway with little to no tree buffer (30),Population near roadway with little to no tree buffer,ESTPOP_no_buff,sum,count,"This map estimates the total population that lives within 90 meters of a major road with little to no tree buffer. For the purposes of this map, little to no tree buffer means that no area within the 90 meters was classified in the National Land Cover Database as forest."
Service2017,216,"Water Supply, Runoff, and Flow",Subsurface water flow through agricultural tile drainage systems (mm) (31),Subsurface water flow through agricultural tile drainage systems (mm),Ag_Tile_SSF,sum,millimeters of water,This map provides modeled estimates of sub-surface (lateral) flow at the outer edges of tile drained agricultural fields within each subwatershed (12-digit HUC) in millimeters (mm) of water for 2002.
Service2017,217,"Water Supply, Runoff, and Flow",Surface runoff from agricultural land (mm) (32),Surface runoff from agricultural land (mm) ,Ag_Runoff,sum,millimeters of water,This map provides modeled estimates of surface runoff at the outer edges of all agricultural fields within each subwatershed (12-digit HUC) in millimeters (mm) of water for 2002.
Service2017,218,"Water Supply, Runoff, and Flow",Surface sediment erosion from agricultural lands (tons) (33),Surface sediment erosion from agricultural lands (tons),Ag_Erosion,sum,metric tons per year,This map provides modeled estimates of the movement (flux) of soil particles eroding from the surface of the agricultural fields within each subwatershed (12-digit HUC) in metric tons of soil for 2002.
Service2017,219,Water Use,Thermoelectric water use (million gallons/day) Consumption (34),Thermoelectric water use (million gallons/day) Consumption,TWC_MGAL,sum,million gallons per day,This map estimates the millions of gallons of water consumed daily for thermoelectric power generation in each subwatershed (HUC-12) for 2016. Thermoelectric power creates electricity through steam powered turbines. This map is based on water withdrawn that is consumed without being returned to the watershed.
Service2017,220,Water Use,Thermoelectric water use (million gallons/day) Withdrawal (35),Thermoelectric water use (million gallons/day) Withdrawal,TWW_MGAL,sum,million gallons per day,"This map estimates the millions of gallons of water withdrawn daily for thermoelectric power generation in each subwatershed (HUC-12) for 2016. Thermoelectric power creates electricity through steam powered turbines. This map is based on total water withdrawn, and it includes water that is returned to the watershed after use."
Service2017,221,Crop Productivity,"Mean rental rate per acre for farm land, 2008-2016 Irrigated (36)","Mean rental rate per acre for farm land, 2008-2016 Irrigated ",N/A,average,dollars/acre,"Mean rental rate for irrigated land on record by county, measured in $/acre for approximately 2008-2016."
Service2017,222,Crop Productivity,"Mean rental rate per acre for farm land, 2008-2016 Non-irrigated (37)","Mean rental rate per acre for farm land, 2008-2016 Non-irrigated ",N/A,average,dollars/acre,"Mean rental rate for non-irrigated land on record by county, measured in $/acre for approximately 2008-2016."
Service2017,223,Crop Productivity,"Mean rental rate per acre for farm land, 2008-2016 Pasture (38)","Mean rental rate per acre for farm land, 2008-2016 Pasture ",N/A,average,dollars/acre,"Mean rental rate for pastureland on record by county, measured in $/acre for approximately 2008-2016."
Service2017,224,Land Cover: Near-Water,Roads near streams (39),Roads near streams,RNS45,sum,meters,This map depicts the total length of roads within the a 45-meter stream buffer distance divided by the total length of streams in the subwatershed (12-digit HUC) for 2011.
Service2017,225,Near-Road Environments,Road Density (40),Road Density ,RDDENS,average,km/km2,This map depicts the density of roads in km/km2 in the subwatershed (12-digit HUC) for 2011.
Service2017,226,Land Cover: Near-Water,Roads Crossing Streams - Count (41),Roads crossing streams - count,XCNT,sum,count,This map depicts the number of roads crossing streams in the subwatershed (12-digit HUC) for 2011.
Service2017,227,Land Cover: Near-Water,Roads Crossing Streams - Density (42),Roads crossing streams - density,STXRD,average,km/km2,This map depicts the density of stream-road crossings per stream km in the subwatershed (12-digit HUC) for 2011.
Service2017,228,Land Cover: Type,Percent tree canopy (43),Percent tree canopy ,PCanopy,average,%,This map estimates the percent of land area that is covered by tree canopy within each subwatershed (12-digit HUC) for 2011.
Service2017,229,Land Cover: Near-Water,Percent tree canopy in stream buffers (44),Percent tree canopy in stream buffers ,R45Canopy,average,%,This map estimates the percent of land area that is covered by tree canopy within each subwatershed (12-digit HUC) for 2011.
Service2017,230,Pollutants: Other,Total permitted discharges - pounds per year (45),Total permitted discharges - pounds per year,N/A,sum,pounds,"The total reported amount of permitted discharges for all weighable parameters within each subwatershed (12-digit HUC) in pounds for 2011. The Loading Tool includes approximately 1,000 pollutant parameters including specific chemicals (e.g., phenol), bulk parameters (e.g., biochemical oxygen demand), temperature, and wastewater flow. However, these pollutants do not account for all pollutants discharged to U.S. waters. (Source: ICIS-NPDES)"
Service2017,231,Pollutants: Other,Total permitted discharges - toxic-weighted pound-equivalents (46),Total permitted discharges - toxic-weighted pound-equivalents,N/A,average,toxic-weighted pound-equivalents,"The total reported amount of permitted discharges within each subwatershed (12-digit HUC) for 2011, expressed as toxic-weighted pound-equivalents (TWPE). TWPE is the mass of a pollutant or chemical discharged that accounts for its relative toxicity. To convert pollutant loadings into TWPE, EPA multiplies the pollutant mass (in pounds) by its pollutant specific toxic weighting factor (TWF). Not all pollutants have a toxic weighting factor (for example, Total Suspended Solids), which means that these pollutants do not have a toxicity score (i.e., TWPE = 0). (Source: ICIS-NPDES)"
Service2017,232,Pollutants: Other,Permitted metals discharges - pounds per year (47),Permitted metals discharges - pounds per year,N/A,sum,pounds,"The total reported amount of permitted pollutant loadings for metals parameters within each subwatershed (12-digit HUC) for 2011, in pounds. Hexavalent or trivalent metals and metals in ionic form (e.g., hexavalent chromium and aluminum, ion) are included, but metal compounds (e.g., calcium chloride) are not included. (Source: ICIS-NPDES)"
Service2017,233,Pollutants: Other,Permitted metals discharges - toxic-weighted pound-equivalents (48),Permitted metals discharges - toxic-weighted pound-equivalents,N/A,average,toxic-weighted pound-equivalents,"The total reported amount of permitted pollutant loadings for metals parameters within each subwatershed (12-digit HUC) for 2011, expressed as toxic-weighted pound-equivalents (TWPE). TWPE is the mass of a pollutant or chemical discharged that accounts for its relative toxicity. To convert pollutant loadings into TWPE, EPA multiplies the pollutant mass (in pounds) by its pollutant specific toxic weighting factor (TWF). Not all pollutants have a toxic weighting factor(for example, Total Suspended Solids), which means that these pollutants do not have a toxicity score (i.e., TWPE = 0). (Source: ICIS-NPDES)"
Service2017,234,Pollutants: Other,Permitted priority pollutant discharges - pounds per year (49),Permitted priority pollutant discharges - pounds per year,N/A,sum,pounds,"The total reported amount of permitted loadings for priority pollutants within each subwatershed (12-digit HUC) for 2011, in pounds. Includes the 126 pollutants that EPA currently defines as priority pollutants. (Source: ICIS-NPDES)"
Service2017,235,Pollutants: Other,Permitted priority pollutant discharges - toxic-weighted pound-equivalents (50),Permitted priority pollutant discharges - toxic-weighted pound-equivalents,N/A,average,toxic-weighted pound-equivalents,"The total reported amount of permitted loadings for priority pollutants within each subwatershed (12-digit HUC) for 2011, expressed as toxic-weighted pound-equivalents (TWPE). TWPE is TWPE is the mass of a pollutant or chemical discharged that accounts for its relative toxicity. To convert pollutant loadings into TWPE, EPA multiplies the pollutant mass (in pounds) by its pollutant specific toxic weighting factor (TWF). Not all pollutants have a toxic weighting factor(for example, Total Suspended Solids), which means that these pollutants do not have a toxicity score (i.e., TWPE = 0). (Source: ICIS-NPDES)"
Service2017,236,Pollutants: Other,Permitted solids discharges (51),Permitted solids discharges,N/A,sum,pounds,"The total reported amount of solids discharges within each subwatershed (12-digit HUC) for 2011, in pounds. Includes all parameters for suspended and settleable solids. This category does not include chemical-specific solids, such as suspended copper. (Source: ICIS-NPDES)"
Service2017,237,Pollutants: Other,Permitted organic enrichment discharges (52),Permitted organic enrichment discharges,N/A,sum,pounds,"The total reported amount of pollutant discharges from biochemical oxygen demand (BOD) and chemical oxygen demand (COD) parameters within each subwatershed (12-digit HUC) for 2011, in pounds. (Source: ICIS-NPDES)"
Service2017,238,Pollutants: Nutrients,Permitted nitrogen discharges - total pounds per year (53),Permitted nitrogen discharges - total pounds per year,N/A,sum,pounds,"The total reported amount of aggregated nitrogen discharges within each subwatershed (12-digit HUC) for 2011, in pounds. This includes all parameters for total nitrogen, organic nitrogen, total Kjeldahl nitrogen, nitrite, nitrate, and ammonia. (Source: ICIS-NPDES)"
Service2017,239,Pollutants: Nutrients,Permitted nitrogen discharges - pounds per year from publicly-owned treatment works (54),Permitted nitrogen discharges - pounds per year from publicly-owned treatment works,N/A,sum,pounds,"The total reported amount of aggregated nitrogen discharges from publicly-owned treatment works within each subwatershed (12-digit HUC) for 2011, in pounds. This includes all parameters for total nitrogen, organic nitrogen, total Kjeldahl nitrogen, nitrite, nitrate, and ammonia. (Source: ICIS-NPDES)"
Service2017,240,Pollutants: Nutrients,Permitted nitrogen discharges - pounds per year from non publicly-owned treatment works (55),Permitted nitrogen discharges - pounds per year from non publicly-owned treatment works,N/A,sum,pounds,"The total reported amount of aggregated nitrogen discharges from industrial sources within each subwatershed (12-digit HUC) for 2011, in pounds. This includes all parameters for total nitrogen, organic nitrogen, total Kjeldahl nitrogen, nitrite, nitrate, and ammonia. (Source: ICIS-NPDES)"
Service2017,241,Pollutants: Nutrients,Permitted phosphorus discharges - total pounds per year (56),Permitted phosphorus discharges - total pounds per year,N/A,sum,pounds,"The total reported amount of aggregated phosphorus discharges within each subwatershed (12-digit HUC) for 2011, in pounds. All phosphorus and phosphate pollutant parameters are included. (Source: ICIS-NPDES)"
Service2017,242,Pollutants: Nutrients,Permitted phosphorus discharges - pounds per year from publicly-owned treatment works (57),Permitted phosphorus discharges - pounds per year from publicly-owned treatment works,N/A,sum,pounds,"The total reported amount of aggregated phosphorus discharges from publicly-owned treatment works within each subwatershed (12-digit HUC) for 2011, in pounds. All phosphorus and phosphate pollutant parameters are included. (Source: ICIS-NPDES)"
Service2017,243,Pollutants: Nutrients,Permitted phosphorus discharges - pounds per year from non-publicly-owned treatment works (58),Permitted phosphorus discharges - pounds per year from non-publicly-owned treatment works,N/A,sum,pounds,"The total reported amount of aggregated phosphorus discharges from industrial sources within each subwatershed (12-digit HUC) for 2011, in pounds. All phosphorus and phosphate pollutant parameters are included. (Source: ICIS-NPDES)"
Service2017,244,Pollutants: Other,Permitted pathogen indicator discharges (colony-forming units / 100 ml) - average (59),Permitted pathogen indicator discharges (color-forming units / 100 ml) - average,N/A,sum,count,"The average reported discharge counts for total coliform, streptococci, E. coli, and enteric viruses in colony-forming units per 100 milliliters within each subwatershed (12-digit HUC) for 2011. These parameters are reported in units that cannot be expressed as a mass discharge, and thus are not included as total load calculations. (Source: ICIS-NPDES)"
Service2017,245,Pollutants: Other,Permitted pathogen indicator discharges (colony-forming units / 100 ml) - maximum (60),Permitted pathogen indicator discharges (colony-forming units / 100 ml) - maximum,N/A,sum,count,"The maximum reported discharge counts for total coliform, streptococci, E. coli, and enteric viruses in colony-forming units per 100 milliliters within each subwatershed (12-digit HUC) for 2011. These parameters are reported in units that cannot be expressed as a mass discharge, and thus are not included as total load calculations. (Source: ICIS-NPDES)"
Service2017,246,Pollutants: Other,Wastewater flow discharges - daily average (mgd) (61),Wastewater flow discharges - daily average (mgd),N/A,average,million gallons per day,The reported average daily flow of treated wastewater discharges from POTWS (publicly-owned treatment works) and non-POTWs within each subwatershed (12-digit HUC) for 2011 in millions of gallons per day. (Source: ICIS-NPDES)
Service2017,247,Pollutants: Other,Wastewater flow discharges - annual total (mgy) (62),Wastewater flow discharges - annual total (mgy),N/A,average,million gallons per year,The total reported flow of treated wastewater discharges from POTWS (publicly-owned treatment works) and non-POTWs within each subwatershed (12-digit HUC) for 2011 in millions of gallons per year. (Source: ICIS-NPDES)
Service2017,248,N/A,Number of combined sewer overflow events (63),Number of combined sewer overflow events,N/A,N/A,N/A,N/A
Service2017,249,Quality of Life,Number of farmers markets [12-digit HUC] (64),Number of farmers markets [12-digit HUC],N/A,sum,count,This map depicts the number of farmers markets within each subwatershed (12-digit HUC) for 2016.
Geography,250,Geography,N/A,HUC_12,N/A,,,
Geography,251,Geography,N/A,Unique_ID,N/A,,,
Geography,252,Geography,ELEVMIN,Minimum Elevation,ELEVMIN,average,feet,Minimum Elevation
Geography,253,Geography,ELEVMAX,Maximum Elevation,ELEVMAX,average,feet,Maximum Elevation
Geography,254,Geography,ELEVMEAN,Mean Elevation,ELEVMEAN,average,feet,Mean Elevation
Geography,255,Geography,SLOPEMIN,Minimum Slope,SLOPEMIN,average,grade,Minimum Slope
Geography,256,Geography,SLOPEMAX,Maximum Slope,SLOPEMAX,average,grade,Maximum Slope
Geography,257,Geography,SLOPEMEAN,Mean Slope,SLOPEMEAN,average,grade,Mean Slope
Geography,258,Geography,Wet_Min,Minimum Wetness,Wet_Min,average,percent,Minimum Wetness
Geography,259,Geography,Wet_Max,Maximum Wetness,Wet_Max,average,percent,Maximum Wetness
Geography,260,Geography,Wet_Mean,Mean Wetness,Wet_Mean,average,percent,Mean Wetness
Geography,261,Geography,Wet_Range,Range Wetness,Wet_Range,average,percent,Range Wetness
Geography,262,Geography,N/A,HUC12_txt,N/A,,,
